,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HTGD,ATGD,DiffPts,DiffFormPts,HTP,ATP,HC,AC,HF,AF,HY,AY,HR,AR,HAS,HDS,AAS,ADS,MP
93,Man United,Leeds,3,0,H,26,5,14,0,15,1,4,3,18,14,12,4,9,18,0,2,0,0,2.1964912280701756,0.7017543859649122,1.2894736842105263,1.5394736842105263,285
94,Newcastle,Everton,0,1,A,11,9,4,4,3,-4,7,2,16,9,5,4,9,12,1,3,0,0,1.537593984962406,1.1766917293233083,1.0736842105263158,1.3543859649122807,266
95,Tottenham,Derby,3,1,H,18,8,8,7,-1,-9,6,2,11,5,7,4,9,16,1,2,0,0,1.743859649122807,1.0666666666666667,0.6140350877192983,2.0701754385964914,285
96,West Ham,Arsenal,1,2,A,11,13,3,5,-1,6,-10,-5,8,18,5,4,15,11,1,0,0,0,1.4254385964912282,1.2675438596491229,1.6596491228070176,1.1228070175438596,228
97,Aston Villa,Sunderland,0,0,D,17,7,4,3,3,-3,1,0,13,12,7,3,11,17,1,3,0,0,1.2596491228070175,1.1087719298245613,0.8947368421052632,1.7456140350877194,285
98,Southampton,Man City,0,2,A,19,11,6,4,-1,-2,-1,2,10,11,9,3,10,15,1,2,0,0,1.486842105263158,1.1578947368421053,1.2857142857142858,1.368421052631579,152
99,Arsenal,Man City,5,0,H,22,6,14,2,6,-2,7,6,18,11,10,4,6,13,0,3,0,1,2.1789473684210527,0.8385964912280702,1.2857142857142858,1.368421052631579,285
100,Aston Villa,Charlton,2,1,H,12,7,7,4,4,0,1,-2,16,15,9,6,13,11,3,2,0,0,1.2596491228070175,1.1087719298245613,0.9172932330827067,1.5639097744360901,285
101,Chelsea,Tottenham,3,0,H,9,6,7,3,5,1,-1,3,13,14,2,3,12,14,3,3,0,0,2.1543859649122807,0.8,1.2035087719298245,1.4771929824561403,285
102,Ipswich,Middlesbrough,2,1,H,19,7,11,3,3,-1,5,6,15,10,6,1,8,17,0,2,0,0,1.3421052631578947,1.0263157894736843,0.9276315789473685,1.4342105263157894,38
103,Leicester,Derby,2,1,H,9,7,5,2,1,-11,11,4,16,5,7,3,9,18,0,3,0,0,1.2763157894736843,1.355263157894737,0.6140350877192983,2.0701754385964914,76
104,Man United,Southampton,5,0,H,16,12,8,5,18,-3,11,3,21,10,7,7,5,9,0,0,0,0,2.1964912280701756,0.7017543859649122,1.013157894736842,1.513157894736842,285
105,Sunderland,Coventry,1,0,H,11,10,7,4,-3,-10,2,5,13,11,1,3,17,10,2,2,0,0,1.1228070175438596,1.206140350877193,1.1578947368421053,2.1052631578947367,228
106,West Ham,Newcastle,1,0,H,11,12,4,5,-2,2,-8,0,8,16,3,8,15,10,3,2,0,0,1.4254385964912282,1.2675438596491229,1.0714285714285714,1.6804511278195489,228
107,Bradford,Leeds,1,1,D,11,12,6,9,-12,1,-9,-7,6,15,5,9,15,15,3,4,0,0,1.0526315789473684,1.5263157894736843,1.2894736842105263,1.5394736842105263,19
108,Liverpool,Everton,3,1,H,10,9,8,7,4,-3,6,3,18,12,9,6,10,10,0,1,0,1,1.8982456140350876,0.7578947368421053,1.0736842105263158,1.3543859649122807,285
109,Charlton,Bradford,2,0,H,11,12,7,8,0,-12,9,9,15,6,3,6,10,20,0,1,0,1,1.3458646616541354,1.3383458646616542,0.5263157894736842,2.1578947368421053,133
110,Coventry,Man United,1,2,A,4,11,2,6,-11,23,-13,-6,11,24,3,9,17,8,1,1,0,0,0.7368421052631579,1.2105263157894737,1.7228070175438597,1.0421052631578946,19
111,Leeds,Liverpool,4,3,H,10,14,7,8,2,6,-3,0,18,21,7,7,18,18,1,4,0,0,1.5394736842105263,1.3026315789473684,1.4912280701754386,1.1964912280701754,76
112,Man City,Leicester,0,1,A,14,3,3,2,-5,2,-5,2,14,19,9,4,12,14,1,2,0,0,1.8345864661654134,0.9849624060150376,1.1578947368421053,1.486842105263158,266
113,Middlesbrough,Arsenal,0,1,A,4,11,3,8,-2,12,-14,-9,10,24,5,8,10,11,1,1,1,0,1.3026315789473684,1.236842105263158,1.6596491228070176,1.1228070175438596,152
114,Newcastle,Ipswich,2,1,H,11,8,6,5,1,4,-2,-5,16,18,7,4,13,7,1,0,0,0,1.537593984962406,1.1766917293233083,1.236842105263158,1.763157894736842,266
115,Southampton,Chelsea,3,2,H,10,9,4,4,-8,8,-6,-6,10,16,7,7,16,11,4,2,0,0,1.486842105263158,1.1578947368421053,1.5368421052631578,0.9263157894736842,152
116,Tottenham,Sunderland,2,1,H,11,12,6,3,-2,-2,-2,-5,14,16,8,7,18,9,1,0,1,0,1.743859649122807,1.0666666666666667,0.8947368421052632,1.7456140350877194,285
117,Everton,Aston Villa,0,1,A,14,4,6,1,-5,5,-7,-5,12,19,6,2,17,23,3,2,0,0,1.592982456140351,1.0701754385964912,1.1508771929824562,1.6456140350877193,285
118,Derby,West Ham,0,0,D,14,6,2,6,-12,-1,-6,-7,5,11,6,1,14,18,1,1,0,0,0.9649122807017544,1.631578947368421,0.9692982456140351,1.6535087719298245,57
119,Arsenal,Derby,0,0,D,15,9,9,2,12,-12,19,12,24,5,10,0,12,13,0,2,0,0,2.1789473684210527,0.8385964912280702,0.6140350877192983,2.0701754385964914,285
120,Aston Villa,Tottenham,2,0,H,11,3,6,2,7,-1,5,4,22,17,10,1,15,13,0,3,0,0,1.2596491228070175,1.1087719298245613,1.2035087719298245,1.4771929824561403,285
121,Bradford,Everton,0,1,A,11,9,6,4,-14,-6,-5,-2,7,12,3,3,8,18,1,2,0,0,1.0526315789473684,1.5263157894736843,1.0736842105263158,1.3543859649122807,19
122,Ipswich,Charlton,2,0,H,30,7,13,4,3,1,0,3,18,18,13,3,8,12,0,2,0,0,1.3421052631578947,1.0263157894736843,0.9172932330827067,1.5639097744360901,38
123,Leicester,Newcastle,1,1,D,8,7,4,1,3,2,3,-2,22,19,0,3,7,8,1,1,0,0,1.2763157894736843,1.355263157894737,1.0714285714285714,1.6804511278195489,76
124,Man United,Middlesbrough,2,1,H,18,5,11,1,24,-3,17,9,27,10,10,0,5,10,0,0,0,0,2.1964912280701756,0.7017543859649122,0.9276315789473685,1.4342105263157894,285
125,Sunderland,Southampton,2,2,D,11,10,5,5,-3,-7,3,4,16,13,7,4,13,21,1,1,0,0,1.1228070175438596,1.206140350877193,1.013157894736842,1.513157894736842,228
126,West Ham,Man City,4,1,H,22,10,11,5,-1,-6,-2,0,12,14,7,5,7,7,1,1,0,0,1.4254385964912282,1.2675438596491229,1.2857142857142858,1.368421052631579,228
127,Chelsea,Leeds,1,1,D,12,11,7,3,7,2,-3,1,16,19,3,2,19,24,4,4,0,0,2.1543859649122807,0.8,1.2894736842105263,1.5394736842105263,285
128,Liverpool,Coventry,4,1,H,19,10,13,5,5,-12,10,5,21,11,7,1,10,12,1,0,0,0,1.8982456140350876,0.7578947368421053,1.1578947368421053,2.1052631578947367,285
129,Charlton,Chelsea,2,0,H,10,13,6,3,1,7,2,-2,18,16,4,5,18,22,2,3,0,0,1.3458646616541354,1.3383458646616542,1.5368421052631578,0.9263157894736842,133
130,Derby,Bradford,2,0,H,7,7,3,4,-12,-15,0,1,7,7,2,4,10,18,3,1,0,0,0.9649122807017544,1.631578947368421,0.5263157894736842,2.1578947368421053,57
131,Everton,Arsenal,2,0,H,4,4,2,2,-5,13,-13,-6,15,28,3,5,20,12,3,1,0,0,1.592982456140351,1.0701754385964912,1.6596491228070176,1.1228070175438596,285
132,Leeds,West Ham,0,1,A,15,4,6,3,1,2,4,-3,19,15,2,2,14,19,1,1,0,0,1.5394736842105263,1.3026315789473684,0.9692982456140351,1.6535087719298245,76
133,Man City,Man United,0,1,A,10,8,4,4,-9,25,-16,-9,14,30,10,11,13,8,3,1,0,0,1.8345864661654134,0.9849624060150376,1.7228070175438597,1.0421052631578946,266
134,Middlesbrough,Leicester,0,3,A,11,9,4,7,-4,3,-13,-7,10,23,6,2,8,12,3,1,0,0,1.3026315789473684,1.236842105263158,1.1578947368421053,1.486842105263158,152
135,Newcastle,Sunderland,1,2,A,19,9,9,6,2,-3,3,-1,20,17,1,4,17,26,1,3,0,0,1.537593984962406,1.1766917293233083,0.8947368421052632,1.7456140350877194,266
136,Southampton,Aston Villa,2,0,H,7,9,3,3,-7,5,-8,-5,14,22,3,3,10,10,0,0,0,0,1.486842105263158,1.1578947368421053,1.1508771929824562,1.6456140350877193,152
137,Tottenham,Liverpool,2,1,H,6,9,4,4,-3,8,-7,-6,17,24,6,5,11,13,1,2,0,0,1.743859649122807,1.0666666666666667,1.4912280701754386,1.1964912280701754,285
138,Coventry,Ipswich,0,1,A,12,10,5,4,-15,5,-10,-7,11,21,5,5,10,12,1,1,0,0,0.7368421052631579,1.2105263157894737,1.236842105263158,1.763157894736842,19
139,Charlton,Sunderland,0,1,A,10,8,2,3,-1,-3,1,-2,18,17,7,8,16,16,0,1,0,0,1.3458646616541354,1.3383458646616542,0.8947368421052632,1.7456140350877194,133
140,Coventry,Aston Villa,1,1,D,10,7,2,4,-16,5,-12,-10,11,23,6,1,9,19,1,2,0,0,0.7368421052631579,1.2105263157894737,1.1508771929824562,1.6456140350877193,19
141,Derby,Man United,0,3,A,1,12,0,7,-10,26,-23,-10,10,33,3,9,12,12,2,1,0,0,0.9649122807017544,1.631578947368421,1.7228070175438597,1.0421052631578946,57
142,Everton,Chelsea,2,1,H,11,10,5,6,-3,5,1,2,18,17,1,4,11,18,0,3,0,1,1.592982456140351,1.0701754385964912,1.5368421052631578,0.9263157894736842,285
143,Man City,Ipswich,2,3,A,9,11,4,4,-10,6,-10,-9,14,24,6,5,8,5,0,2,0,0,1.8345864661654134,0.9849624060150376,1.236842105263158,1.763157894736842,266
144,Middlesbrough,Bradford,2,2,D,14,9,9,5,-7,-17,3,-1,10,7,6,4,17,18,0,2,1,0,1.3026315789473684,1.236842105263158,0.5263157894736842,2.1578947368421053,152
145,Southampton,West Ham,2,3,A,10,14,5,8,-5,3,-1,-3,17,18,6,10,12,10,1,2,0,0,1.486842105263158,1.1578947368421053,0.9692982456140351,1.6535087719298245,152
146,Tottenham,Leicester,3,0,H,15,11,7,5,-2,6,-6,-1,20,26,5,8,21,15,1,3,0,1,1.743859649122807,1.0666666666666667,1.1578947368421053,1.486842105263158,285
147,Leeds,Arsenal,1,0,H,12,9,6,3,2,11,-6,-2,22,28,8,4,19,22,1,7,0,0,1.5394736842105263,1.3026315789473684,1.6596491228070176,1.1228070175438596,76
148,Newcastle,Liverpool,2,1,H,9,13,6,9,1,7,-4,-5,20,24,5,11,17,15,3,2,0,0,1.537593984962406,1.1766917293233083,1.4912280701754386,1.1964912280701754,266
149,Arsenal,Southampton,1,0,H,24,7,12,5,11,-5,11,3,28,17,16,8,14,15,0,2,0,0,2.1789473684210527,0.8385964912280702,1.013157894736842,1.513157894736842,285
150,Aston Villa,Newcastle,1,1,D,8,9,4,5,5,2,1,1,24,23,8,2,11,12,2,1,0,0,1.2596491228070175,1.1087719298245613,1.0714285714285714,1.6804511278195489,285
151,Bradford,Coventry,2,1,H,10,13,6,7,-17,-16,-4,1,8,12,9,8,11,12,3,2,0,0,1.0526315789473684,1.5263157894736843,1.1578947368421053,2.1052631578947367,19
152,Ipswich,Derby,0,1,A,11,3,5,3,7,-13,17,7,27,10,6,1,13,13,1,1,0,0,1.3421052631578947,1.0263157894736843,0.6140350877192983,2.0701754385964914,38
153,Leicester,Leeds,3,1,H,8,12,5,4,3,0,4,3,26,22,0,6,10,7,1,2,0,1,1.2763157894736843,1.355263157894737,1.2894736842105263,1.5394736842105263,76
154,Liverpool,Charlton,3,0,H,13,7,3,2,6,0,3,0,24,21,6,5,10,9,1,1,0,0,1.8982456140350876,0.7578947368421053,0.9172932330827067,1.5639097744360901,285
155,Man United,Tottenham,2,0,H,16,5,8,3,29,1,13,6,36,23,7,5,7,8,2,1,0,0,2.1964912280701756,0.7017543859649122,1.2035087719298245,1.4771929824561403,285
156,West Ham,Middlesbrough,1,0,H,14,5,6,3,4,-7,10,12,21,11,7,5,17,19,1,4,0,1,1.4254385964912282,1.2675438596491229,0.9276315789473685,1.4342105263157894,228
157,Chelsea,Man City,2,1,H,9,11,7,5,4,-11,3,4,17,14,7,10,9,12,2,0,0,0,2.1543859649122807,0.8,1.2857142857142858,1.368421052631579,285
158,Sunderland,Everton,2,0,H,24,7,11,2,-1,-2,2,1,23,21,8,4,16,23,0,3,0,0,1.1228070175438596,1.206140350877193,1.0736842105263158,1.3543859649122807,228
159,Arsenal,Newcastle,5,0,H,15,3,10,1,10,2,5,0,28,23,5,2,10,11,0,3,0,0,2.1789473684210527,0.8385964912280702,1.0714285714285714,1.6804511278195489,285
160,Bradford,Tottenham,3,3,D,13,6,6,4,-16,-1,-12,-5,11,23,7,2,6,16,2,0,0,0,1.0526315789473684,1.5263157894736843,1.2035087719298245,1.4771929824561403,19
161,Charlton,Man United,3,3,D,15,15,8,8,-3,31,-18,-9,21,39,9,6,6,10,0,1,0,0,1.3458646616541354,1.3383458646616542,1.7228070175438597,1.0421052631578946,133
162,Chelsea,Derby,4,1,H,19,5,10,3,5,-12,7,-4,20,13,3,6,8,14,0,0,0,0,2.1543859649122807,0.8,0.6140350877192983,2.0701754385964914,285
163,Man City,Everton,5,0,H,13,14,9,4,-12,-4,-7,-9,14,21,5,13,12,12,0,1,0,0,1.8345864661654134,0.9849624060150376,1.0736842105263158,1.3543859649122807,266
164,Southampton,Leeds,1,0,H,12,13,3,5,-7,-1,-5,3,17,22,2,10,13,15,3,4,1,0,1.486842105263158,1.1578947368421053,1.2894736842105263,1.5394736842105263,152
165,Sunderland,Middlesbrough,1,0,H,8,8,5,5,1,-8,15,9,26,11,5,3,22,21,1,3,0,0,1.1228070175438596,1.206140350877193,0.9276315789473685,1.4342105263157894,228
166,West Ham,Aston Villa,1,1,D,13,15,5,4,5,5,-1,7,24,25,4,4,14,15,1,3,0,0,1.4254385964912282,1.2675438596491229,1.1508771929824562,1.6456140350877193,228
167,Coventry,Leicester,1,0,H,12,6,5,1,-17,5,-17,-9,12,29,8,10,11,15,0,1,0,0,0.7368421052631579,1.2105263157894737,1.1578947368421053,1.486842105263158,19
168,Liverpool,Ipswich,0,1,A,14,11,5,6,9,6,0,-3,27,27,8,5,12,14,1,3,0,0,1.8982456140350876,0.7578947368421053,1.236842105263158,1.763157894736842,285
169,Aston Villa,Man City,2,2,D,10,9,5,4,5,-12,11,6,25,14,5,4,8,16,2,1,1,0,1.2596491228070175,1.1087719298245613,1.2857142857142858,1.368421052631579,285
170,Derby,Coventry,1,0,H,4,14,3,5,-15,-16,-2,3,13,15,3,5,17,10,1,3,0,0,0.9649122807017544,1.631578947368421,1.1578947368421053,2.1052631578947367,57
171,Everton,West Ham,1,1,D,15,9,5,4,-9,5,-4,-4,21,25,9,7,10,7,1,2,0,0,1.592982456140351,1.0701754385964912,0.9692982456140351,1.6535087719298245,285
172,Ipswich,Southampton,3,1,H,15,13,7,4,7,-6,10,5,30,20,6,1,11,12,1,2,0,0,1.3421052631578947,1.0263157894736843,1.013157894736842,1.513157894736842,38
173,Leeds,Sunderland,2,0,H,17,17,8,6,1,2,-4,-7,25,29,8,5,16,20,3,4,0,0,1.5394736842105263,1.3026315789473684,0.8947368421052632,1.7456140350877194,76
174,Leicester,Charlton,3,1,H,9,12,5,8,4,-3,7,3,29,22,5,5,11,16,1,2,0,0,1.2763157894736843,1.355263157894737,0.9172932330827067,1.5639097744360901,76
175,Middlesbrough,Chelsea,1,0,H,7,9,4,3,-9,8,-12,-6,11,23,3,5,14,16,0,2,0,0,1.3026315789473684,1.236842105263158,1.5368421052631578,0.9263157894736842,152
176,Newcastle,Bradford,2,1,H,17,7,6,3,-3,-16,12,0,24,12,4,3,16,17,0,2,0,0,1.537593984962406,1.1766917293233083,0.5263157894736842,2.1578947368421053,266
177,Man United,Liverpool,0,1,A,6,9,4,4,31,8,13,7,40,27,9,2,10,11,1,0,1,0,2.1964912280701756,0.7017543859649122,1.4912280701754386,1.1964912280701754,285
178,Tottenham,Arsenal,1,1,D,8,17,4,10,-1,16,-10,0,24,34,3,7,20,14,2,1,0,0,1.743859649122807,1.0666666666666667,1.6596491228070176,1.1228070175438596,285
179,Coventry,Southampton,1,1,D,12,10,5,2,-16,-6,-5,-3,15,20,8,6,12,13,1,1,0,0,0.7368421052631579,1.2105263157894737,1.013157894736842,1.513157894736842,19
180,Charlton,Everton,1,0,H,10,10,7,4,-5,-9,0,-3,22,22,13,6,15,21,1,4,0,0,1.3458646616541354,1.3383458646616542,1.0736842105263158,1.3543859649122807,133
181,Chelsea,Bradford,3,0,H,17,7,8,1,7,-17,11,1,23,12,5,4,8,12,0,1,0,0,2.1543859649122807,0.8,0.5263157894736842,2.1578947368421053,285
182,Derby,Newcastle,2,0,H,8,8,5,4,-14,-2,-11,2,16,27,2,3,17,16,1,2,0,0,0.9649122807017544,1.631578947368421,1.0714285714285714,1.6804511278195489,57
183,Leeds,Aston Villa,1,2,A,15,8,5,5,0,6,-4,-1,25,29,10,2,18,18,1,4,0,0,1.5394736842105263,1.3026315789473684,1.1508771929824562,1.6456140350877193,76
184,Leicester,West Ham,2,1,H,11,11,6,4,6,5,6,-2,32,26,6,5,7,5,1,0,0,0,1.2763157894736843,1.355263157894737,0.9692982456140351,1.6535087719298245,76
185,Liverpool,Arsenal,4,0,H,12,12,6,6,9,16,-5,-1,30,35,6,3,18,14,2,0,0,0,1.8982456140350876,0.7578947368421053,1.6596491228070176,1.1228070175438596,285
186,Man United,Ipswich,2,0,H,20,5,4,3,30,9,7,-2,40,33,11,3,7,8,0,1,0,0,2.1964912280701756,0.7017543859649122,1.236842105263158,1.763157894736842,285
187,Sunderland,Man City,1,0,H,9,9,5,3,0,-7,11,8,29,18,8,6,14,18,2,2,0,0,1.1228070175438596,1.206140350877193,1.2857142857142858,1.368421052631579,228
188,Tottenham,Middlesbrough,0,0,D,16,5,8,0,-1,-8,11,4,25,14,8,4,22,13,2,3,0,0,1.743859649122807,1.0666666666666667,0.9276315789473685,1.4342105263157894,285
189,Arsenal,Leicester,6,1,H,27,2,15,2,16,6,3,-2,35,32,14,0,14,11,0,0,0,0,2.1789473684210527,0.8385964912280702,1.1578947368421053,1.486842105263158,285
190,Aston Villa,Man United,0,1,A,6,14,3,3,5,32,-14,-4,29,43,2,4,15,16,1,2,0,0,1.2596491228070175,1.1087719298245613,1.7228070175438597,1.0421052631578946,285
191,Bradford,Sunderland,1,4,A,11,16,3,11,-20,1,-20,-7,12,32,9,8,17,17,2,0,0,0,1.0526315789473684,1.5263157894736843,0.8947368421052632,1.7456140350877194,19
192,Everton,Coventry,1,2,A,17,10,9,5,-10,-17,6,-1,22,16,5,2,14,16,2,1,0,0,1.592982456140351,1.0701754385964912,1.1578947368421053,2.1052631578947367,285
193,Ipswich,Chelsea,2,2,D,19,7,13,4,7,10,7,0,33,26,8,2,5,9,0,4,0,0,1.3421052631578947,1.0263157894736843,1.5368421052631578,0.9263157894736842,38
194,Man City,Derby,0,0,D,15,14,7,3,-8,-12,-1,-5,18,19,7,7,15,14,2,2,0,0,1.8345864661654134,0.9849624060150376,0.6140350877192983,2.0701754385964914,266
195,Middlesbrough,Liverpool,1,0,H,7,11,2,5,-8,13,-18,-4,15,33,2,6,7,9,2,2,0,0,1.3026315789473684,1.236842105263158,1.4912280701754386,1.1964912280701754,152
196,Newcastle,Leeds,2,1,H,13,8,4,5,-4,-1,2,4,27,25,7,2,23,17,4,2,0,0,1.537593984962406,1.1766917293233083,1.2894736842105263,1.5394736842105263,266
197,West Ham,Charlton,5,0,H,17,12,10,8,4,-4,1,4,26,25,5,8,19,11,1,0,0,0,1.4254385964912282,1.2675438596491229,0.9172932330827067,1.5639097744360901,228
198,Southampton,Tottenham,2,0,H,17,7,6,2,-8,-1,-5,-2,21,26,4,4,17,13,1,3,0,0,1.486842105263158,1.1578947368421053,1.2035087719298245,1.4771929824561403,152
199,Arsenal,Sunderland,2,2,D,17,14,9,7,12,1,3,-5,35,32,11,1,14,18,0,3,0,0,2.1789473684210527,0.8385964912280702,0.8947368421052632,1.7456140350877194,285
200,Ipswich,Tottenham,3,0,H,18,6,9,3,7,-3,8,4,34,26,10,5,13,17,0,0,0,0,1.3421052631578947,1.0263157894736843,1.2035087719298245,1.4771929824561403,38
201,Man City,Charlton,1,4,A,8,13,1,8,-8,-9,-6,1,19,25,7,4,11,14,1,2,0,0,1.8345864661654134,0.9849624060150376,0.9172932330827067,1.5639097744360901,266
202,Middlesbrough,Coventry,1,1,D,14,9,6,3,-7,-16,-1,0,18,19,4,3,9,16,1,3,0,0,1.3026315789473684,1.236842105263158,1.1578947368421053,2.1052631578947367,152
203,Newcastle,Man United,1,1,D,14,8,4,6,-3,33,-16,-3,30,46,6,3,13,10,2,3,0,0,1.537593984962406,1.1766917293233083,1.7228070175438597,1.0421052631578946,266
204,Southampton,Derby,1,0,H,10,9,5,5,-6,-12,4,-3,24,20,7,6,17,10,0,2,0,0,1.486842105263158,1.1578947368421053,0.6140350877192983,2.0701754385964914,152
205,Charlton,Arsenal,1,0,H,9,10,4,5,-9,17,-13,-6,25,38,6,12,15,12,1,1,0,0,1.3458646616541354,1.3383458646616542,1.6596491228070176,1.1228070175438596,133
206,Chelsea,Aston Villa,1,0,H,13,7,5,3,10,4,-2,5,27,29,2,5,15,19,0,1,0,0,2.1543859649122807,0.8,1.1508771929824562,1.6456140350877193,285
207,Coventry,Man City,1,1,D,19,10,9,5,-16,-8,0,2,19,19,12,8,16,15,1,2,0,0,0.7368421052631579,1.2105263157894737,1.2857142857142858,1.368421052631579,19
208,Derby,Everton,1,0,H,7,9,3,6,-12,-11,-2,9,20,22,5,11,9,18,2,3,0,0,0.9649122807017544,1.631578947368421,1.0736842105263158,1.3543859649122807,57
209,Leeds,Middlesbrough,1,1,D,16,5,5,3,-1,-7,8,-3,26,18,5,1,14,15,2,3,0,0,1.5394736842105263,1.3026315789473684,0.9276315789473685,1.4342105263157894,76
210,Leicester,Bradford,1,2,A,9,8,3,4,1,-22,20,2,35,15,5,3,11,14,0,3,0,0,1.2763157894736843,1.355263157894737,0.5263157894736842,2.1578947368421053,76
211,Liverpool,Southampton,2,1,H,16,7,8,3,13,-5,9,-1,36,27,15,2,8,5,0,1,0,0,1.8982456140350876,0.7578947368421053,1.013157894736842,1.513157894736842,285
212,Man United,West Ham,3,1,H,25,9,12,5,33,7,18,3,47,29,8,2,17,13,1,2,0,0,2.1964912280701756,0.7017543859649122,0.9692982456140351,1.6535087719298245,285
213,Sunderland,Ipswich,4,1,H,16,9,9,3,4,10,-1,0,36,37,4,3,15,10,1,5,0,0,1.1228070175438596,1.206140350877193,1.236842105263158,1.763157894736842,228
214,Tottenham,Newcastle,4,2,H,16,9,10,4,-6,-3,-5,-4,26,31,9,6,11,10,0,2,1,2,1.743859649122807,1.0666666666666667,1.0714285714285714,1.6804511278195489,285
215,Arsenal,Chelsea,1,1,D,15,12,8,8,17,11,9,-2,39,30,10,3,13,15,1,4,0,0,2.1789473684210527,0.8385964912280702,1.5368421052631578,0.9263157894736842,285
216,Aston Villa,Liverpool,0,3,A,5,12,1,6,1,13,-7,-5,29,36,1,4,7,10,2,0,0,0,1.2596491228070175,1.1087719298245613,1.4912280701754386,1.1964912280701754,285
217,Bradford,Man United,0,3,A,9,20,3,11,-22,33,-32,-4,15,47,1,9,11,11,1,0,0,0,1.0526315789473684,1.5263157894736843,1.7228070175438597,1.0421052631578946,19
218,Everton,Tottenham,0,0,D,17,4,8,1,-12,-6,-4,-2,22,26,9,0,11,15,1,0,0,0,1.592982456140351,1.0701754385964912,1.2035087719298245,1.4771929824561403,285
219,Man City,Leeds,0,4,A,5,10,3,6,-11,3,-10,-2,19,29,4,5,23,17,5,3,0,0,1.8345864661654134,0.9849624060150376,1.2894736842105263,1.5394736842105263,266
220,Middlesbrough,Derby,4,0,H,13,6,8,3,-7,-12,-3,-1,20,23,4,5,8,14,0,4,0,0,1.3026315789473684,1.236842105263158,0.6140350877192983,2.0701754385964914,152
221,Newcastle,Coventry,3,1,H,11,12,6,5,-5,-16,10,1,31,21,2,7,6,9,0,3,0,0,1.537593984962406,1.1766917293233083,1.1578947368421053,2.1052631578947367,266
222,Southampton,Charlton,0,0,D,17,10,6,4,-6,-5,-4,-2,27,31,9,3,8,12,0,0,0,0,1.486842105263158,1.1578947368421053,0.9172932330827067,1.5639097744360901,152
223,West Ham,Sunderland,0,2,A,13,7,6,5,5,7,-10,-6,29,39,9,6,20,21,4,2,0,0,1.4254385964912282,1.2675438596491229,0.8947368421052632,1.7456140350877194,228
224,Ipswich,Leicester,2,0,H,22,6,9,3,7,-1,2,1,37,35,8,1,14,10,1,1,0,0,1.3421052631578947,1.0263157894736843,1.1578947368421053,1.486842105263158,38
225,Chelsea,Ipswich,4,1,H,23,5,10,2,11,7,-6,1,31,37,11,1,11,12,3,0,0,1,2.1543859649122807,0.8,1.236842105263158,1.763157894736842,285
226,Coventry,Everton,1,3,A,9,8,5,4,-16,-12,-2,4,21,23,15,3,9,22,0,1,0,0,0.7368421052631579,1.2105263157894737,1.0736842105263158,1.3543859649122807,19
227,Derby,Man City,1,1,D,9,10,3,4,-12,-11,3,7,23,20,5,4,17,22,2,2,0,0,0.9649122807017544,1.631578947368421,1.2857142857142858,1.368421052631579,57
228,Leeds,Newcastle,1,3,A,12,11,5,7,1,-5,-2,-3,29,31,16,1,12,18,2,1,0,0,1.5394736842105263,1.3026315789473684,1.0714285714285714,1.6804511278195489,76
229,Leicester,Arsenal,0,0,D,3,13,0,4,-1,16,-4,1,35,39,1,9,6,8,2,2,1,0,1.2763157894736843,1.355263157894737,1.6596491228070176,1.1228070175438596,76
230,Liverpool,Middlesbrough,0,0,D,22,4,7,2,16,-3,17,1,40,23,7,3,9,10,1,1,0,0,1.8982456140350876,0.7578947368421053,0.9276315789473685,1.4342105263157894,285
231,Man United,Aston Villa,2,0,H,12,5,7,3,38,-2,24,13,53,29,7,3,10,19,1,2,0,0,2.1964912280701756,0.7017543859649122,1.1508771929824562,1.6456140350877193,285
232,Tottenham,Southampton,0,0,D,9,9,4,6,-4,-6,2,-3,30,28,6,0,10,15,0,1,0,0,1.743859649122807,1.0666666666666667,1.013157894736842,1.513157894736842,285
233,Sunderland,Bradford,0,0,D,14,7,6,3,9,-25,26,9,42,16,8,7,10,13,0,1,0,0,1.1228070175438596,1.206140350877193,0.5263157894736842,2.1578947368421053,228
234,Charlton,West Ham,1,1,D,9,18,3,3,-5,5,2,6,32,30,0,5,11,8,0,1,0,0,1.3458646616541354,1.3383458646616542,0.9692982456140351,1.6535087719298245,133
235,Aston Villa,Leeds,1,2,A,12,7,4,3,-2,2,-3,-7,29,32,5,3,11,10,2,0,0,0,1.2596491228070175,1.1087719298245613,1.2894736842105263,1.5394736842105263,285
236,Arsenal,Bradford,2,0,H,20,6,8,2,16,-25,24,1,40,16,6,3,12,14,1,2,0,0,2.1789473684210527,0.8385964912280702,0.5263157894736842,2.1578947368421053,285
237,Charlton,Derby,2,1,H,13,6,9,3,-5,-16,9,3,32,23,9,3,13,14,2,1,0,0,1.3458646616541354,1.3383458646616542,0.6140350877192983,2.0701754385964914,133
238,Chelsea,Newcastle,3,1,H,14,4,4,2,14,-3,0,4,34,34,7,2,12,19,1,3,0,0,2.1543859649122807,0.8,1.0714285714285714,1.6804511278195489,285
239,Everton,Middlesbrough,2,2,D,17,6,8,3,-10,-3,3,-5,26,23,9,1,17,12,1,5,0,0,1.592982456140351,1.0701754385964912,0.9276315789473685,1.4342105263157894,285
